"date","shours_u","shours_a","qhours_u","qhours_a"
2008-12-01,19069836125.4621,19149324411.5519,54436190935.8668,54501803308.9792
2009-01-01,18754469922.7706,19055691834.7481,53758640293.0824,54297045019.9539
2009-02-01,18702861416.7803,18955374102.4784,53850511869.6423,54079950240.0828
2009-03-01,18701842085.4356,18855056370.2086,53776236098.1002,53862855460.2118
2009-04-01,18640170746.1954,18760966742.6683,53466029836.544,53654278432.6259
2009-05-01,18637473790.3689,18666877115.128,53241975148.6245,53445701405.04
2009-06-01,18833428453.2735,18598212223.1549,53485087080.6309,53286733802.0339
2009-07-01,18843752040.1769,18529547331.1818,53386936101.7509,53127766199.0279
2009-08-01,18803098552.1135,18491945845.1912,53250717610.2149,53034198318.1434
2009-09-01,18511695875.2543,18454344359.2006,53066696148.8326,52940630437.2589
2009-10-01,18499601510.851,18443986259.9555,53349930994.7573,52918209864.1842
2009-11-01,18396724226.7771,18433628160.7104,52976009634.4177,52895789291.1095
2009-12-01,18358708085.6693,18438196371.7591,52847209758.1098,52912822131.2222
2010-01-01,18141542670.8304,18442764582.8079,52391450244.4634,52929854971.3348
2010-02-01,18205451347.827,18457964033.525,52757919742.4497,52987358112.8903
2010-03-01,18319949199.4691,18473163484.2421,52958241892.3341,53044861254.4457
2010-04-01,18373552957.7383,18494348954.2112,52970280365.0918,53158528961.1736
2010-05-01,18486131099.4212,18515534424.1803,53068470411.4861,53272196667.9016
2010-06-01,18770004309.0227,18534788078.9041,53587497259.5707,53389143980.9738
2010-07-01,18868246442.623,18554041733.6279,53765261196.769,53506091294.046
2010-08-01,18881936771.9644,18570784065.0421,53805814478.8875,53589295186.816
2010-09-01,18644877912.5101,18587526396.4564,53798564791.1597,53672499079.5861
2010-10-01,18659994109.0537,18604378858.1582,54171054335.7909,53739333205.2178
2010-11-01,18584327385.9267,18621231319.86,53886387674.1578,53806167330.8495
2010-12-01,18556667753.7001,18636156039.7898,53784509165.7144,53850121538.8268
2011-01-01,18349858847.7422,18651080759.7197,53355671019.9326,53894075746.8041
2011-02-01,18413386792.018,18665899477.716,53685911644.472,53915350014.9126
2011-03-01,18527503910.9394,18680718195.7124,53850004920.9094,53936624283.021
2011-04-01,18580818377.5208,18701614373.9937,53779785418.8244,53968034014.9063
2011-05-01,18693107227.5159,18722510552.275,53795717490.376,53999443746.7915
2011-06-01,18988084156.2587,18752867926.14,54285263641.7473,54086910363.1503
2011-07-01,19097430009.0002,18783225300.0051,54433546882.2321,54174376979.5091
2011-08-01,19129461444.6795,18818308737.7572,54527170142.8846,54310650850.8132
2011-09-01,18910743691.563,18853392175.5093,54572990433.6908,54446924722.1172
2011-10-01,18943744425.6558,18888129174.7603,55034252486.5676,54602531355.9945
2011-11-01,18885962240.0779,18922866174.0112,54838358333.1801,54758137989.8719
2011-12-01,18872959721.2541,18952448007.3439,54851011804.0647,54916624177.1771
2012-01-01,18680807928.6991,18982029840.6766,54536705637.6108,55075110364.4823
2012-02-01,18748035094.1354,19000547779.8334,54978896055.1921,55208334425.6327
2012-03-01,18865851434.2173,19019065718.9903,55254939124.6714,55341558486.783
2012-04-01,18916482905.2882,19037278901.7612,55270972492.1346,55459221088.2165
2012-05-01,19026088759.773,19055492084.5321,55373157433.2344,55576883689.6499
2012-06-01,19313209196.1019,19077992965.9833,55878326665.9749,55679973387.378
2012-07-01,19414698556.4297,19100493847.4346,56042232987.829,55783063085.106
2012-08-01,19437554418.7203,19126401711.7981,56085512542.9291,55868993250.8576
2012-09-01,19209661092.2152,19152309576.1616,56080989128.1828,55954923416.6091
2012-10-01,19242964409.2406,19187349158.3451,56491579130.5449,56059857999.9718
2012-11-01,19185484806.5953,19222388740.5286,56245012926.6427,56164792583.3345
2012-12-01,19184078816.9616,19263567103.0514,56224600103.6231,56290212476.7355
2013-01-01,19003523553.5967,19304745465.5741,55877227643.2651,56415632370.1366
2013-02-01,19084471451.5754,19336984137.2734,56284068591.3809,56513506961.8214
2013-03-01,19216008524.1997,19369222808.9727,56524762191.3947,56611381553.5063
2013-04-01,19266913083.9309,19387709080.4038,56481647437.4932,56669896033.5751
2013-05-01,19376792027.0758,19406195351.8349,56524684257.2283,56728410513.6438
2013-06-01,19658455046.6992,19423238816.5806,56991949507.9263,56793596229.3294
2013-07-01,19754486990.3214,19440282281.3262,57117951847.7379,56858781945.0149
2013-08-01,19776285622.0174,19465132915.0951,57159940652.5175,56943421360.446
2013-09-01,19547335064.9176,19489983548.8639,57154126487.4508,57028060775.8771
2013-10-01,19577616587.7713,19522001336.8758,57542941105.157,57111219974.5839
2013-11-01,19517115190.9543,19554019124.8876,57274599516.599,57194379173.2907
2013-12-01,19512933348.1285,19592421634.2183,57231781536.9303,57297393910.0427
2014-01-01,19329602231.5715,19630824143.549,56862003919.9232,57400408646.7947
2014-02-01,19420848895.1048,19673361580.8029,57296766382.848,57526204753.2886
2014-03-01,19562684733.2838,19715899018.0568,57565381497.6708,57652000859.7825
2014-04-01,19642004085.293,19762800081.7659,57592384528.6274,57780633124.7093
2014-05-01,19780297820.7159,19809701145.475,57705539133.2206,57909265389.6361
2014-06-01,20091199089.752,19855982859.6334,58239958642.2023,58041605363.6053
2014-07-01,20216469282.7869,19902264573.7918,58433115240.2976,58173945337.5746
2014-08-01,20256052195.4726,19944899488.5503,58541847927.822,58325328635.7505
2014-09-01,20044885919.3624,19987534403.3088,58602777645.5001,58476711933.9264
2014-10-01,20081041121.6277,20025425870.7322,59047769021.1073,58616047890.5342
2014-11-01,20026413404.2224,20063317338.1557,58835604190.4502,58755383847.142
2014-12-01,20015860296.1721,20095348582.2619,58806075881.2266,58871688254.339
2015-01-01,19826157914.3906,20127379826.3681,58449587934.6646,58987992661.5361
2015-02-01,19903467651.4874,20155980337.1854,58877977150.5975,59107415521.0381
2015-03-01,20031366563.2299,20184580848.0028,59140219018.4285,59226838380.5401
2015-04-01,20091120071.5742,20211916068.0472,59170822211.572,59359070807.6539
2015-05-01,20209847963.3324,20239251288.0915,59287576978.3522,59491303234.7677
2015-06-01,20503096723.628,20267880493.5094,59797304130.1813,59598950851.5843
2015-07-01,20610714407.9224,20296509698.9273,59965768371.124,59706598468.401
2015-08-01,20641764559.9629,20330611853.0406,60024089563.0745,59807570271.0031
2015-09-01,20422065523.2076,20364714007.1539,60034607785.1788,59908542073.6051
2015-10-01,20463075449.1901,20407460198.2946,60468674281.0466,60036953150.4736
2015-11-01,20413302455.502,20450206389.4353,60245584570.6502,60165364227.342
2015-12-01,20413844163.4384,20493332449.5282,60221943920.3777,60287556293.4901
2016-01-01,20235236597.6436,20536458509.6211,59871343632.7667,60409748359.6382
2016-02-01,20319110167.6284,20571622853.3264,60266778613.5476,60496216983.9882
2016-03-01,20453572912.2589,20606787197.0318,60496066246.2266,60582685608.3382
2016-04-01,20512505993.6526,20633301990.1255,60462066610.5947,60650315206.6765
2016-05-01,20630413458.4602,20659816783.2193,60514218548.5994,60717944805.0149
2016-06-01,20918709222.3148,20683492992.1962,60992626300.3651,60794273021.7682
2016-07-01,21021373910.1682,20707169201.1731,61129771141.2445,60870601238.5215
2016-08-01,21042724723.177,20731572016.2547,61177014313.278,60960495021.2065
2016-09-01,20813326347.3901,20755974831.3364,61176454515.4653,61050388803.8916
2016-10-01,20842479044.6923,20786863793.7967,61580884133.2333,61149163002.6603
2016-11-01,20780848822.3238,20817752756.2571,61328157544.7372,61247937201.4289
2016-12-01,20772651724.0497,20852140010.1395,61288868796.1594,61354481169.2718
2017-01-01,20585305352.0444,20886527264.0219,60922620410.2431,61461025137.1146
2017-02-01,20660277671.3742,20912790357.0723,61305099938.0478,61534538308.4884
2017-03-01,20785839165.3496,20939053450.1226,61521432117.7506,61608051479.8622
2017-04-01,20841778820.3647,20962574816.8376,61475046023.3442,61663294619.4261
2017-05-01,20956692858.7935,20986096183.5526,61514811502.5745,61718537758.99
2017-06-01,21244851906.9351,21009635676.8165,61968456070.1075,61770102791.5105
2017-07-01,21347379879.0755,21033175170.0804,62080837726.754,61821667824.031
2017-08-01,21366320541.2067,21055167834.2844,62084417310.7062,61867898018.6347
2017-09-01,21134512014.5421,21077160498.4884,62040193924.8121,61914128213.2384
2017-10-01,21153292641.8432,21097677390.9477,62387758412.9469,61956037282.3739
2017-11-01,21081290349.4738,21118194283.407,62078166694.8175,61997946351.5093
